1743408331.017617 server started (27176): version 3.5a, socket /private/tmp/tmux-502/test, protocol 8
1743408331.017675 on Darwin 24.3.0 Darwin Kernel Version 24.3.0: Thu Jan  2 20:24:16 PST 2025; root:xnu-11215.81.4~3/RELEASE_ARM64_T6000
1743408331.017686 using libevent 2.1.12-stable select
1743408331.017699 using utf8proc 2.10.0
1743408331.017707 using ncurses 6.5 20240427
1743408333.120662 utf8_from_data: (1 1  ) -> 41000020
1743408333.120664 utf8_from_data: (1 1  ) -> 41000020
1743408333.120666 utf8_from_data: (1 1  ) -> 41000020
1743408333.120668 utf8_from_data: (1 1  ) -> 41000020
1743408333.120671 utf8_from_data: (1 1  ) -> 41000020
1743408333.120673 utf8_from_data: (1 1  ) -> 41000020
1743408333.120675 utf8_from_data: (1 1  ) -> 41000020
1743408333.120677 utf8_from_data: (1 1  ) -> 41000020
1743408333.120679 utf8_from_data: (1 1  ) -> 41000020
1743408333.120681 utf8_from_data: (1 1  ) -> 41000020
1743408333.120683 utf8_from_data: (1 1  ) -> 41000020
1743408333.120686 utf8_from_data: (1 1  ) -> 41000020
1743408333.120692 utf8_from_data: (1 1  ) -> 41000020
1743408333.120698 utf8_from_data: (1 1  ) -> 41000020
1743408333.120700 utf8_from_data: (1 1  ) -> 41000020
1743408333.120702 utf8_from_data: (1 1  ) -> 41000020
1743408333.120704 utf8_from_data: (1 1  ) -> 41000020
1743408333.120706 utf8_from_data: (1 1  ) -> 41000020
1743408333.120712 utf8_from_data: (1 1  ) -> 41000020
1743408333.120717 utf8_from_data: (1 1  ) -> 41000020
1743408333.120720 utf8_from_data: (1 1  ) -> 41000020
1743408333.120723 utf8_from_data: (1 1  ) -> 41000020
1743408333.120725 utf8_from_data: (1 1  ) -> 41000020
1743408333.120728 utf8_from_data: (1 1  ) -> 41000020
1743408333.120730 utf8_from_data: (1 1  ) -> 41000020
1743408333.120732 utf8_from_data: (1 1  ) -> 41000020
1743408333.120734 utf8_from_data: (1 1  ) -> 41000020
1743408333.120736 utf8_from_data: (1 1  ) -> 41000020
1743408333.120738 utf8_from_data: (1 1  ) -> 41000020
1743408333.120740 utf8_from_data: (1 1  ) -> 41000020
1743408333.120742 utf8_from_data: (1 1  ) -> 41000020
1743408333.120745 utf8_from_data: (1 1  ) -> 41000020
1743408333.120747 utf8_from_data: (1 1  ) -> 41000020
1743408333.120749 utf8_from_data: (1 1  ) -> 41000020
1743408333.120751 utf8_from_data: (1 1  ) -> 41000020
1743408333.120756 utf8_from_data: (1 1  ) -> 41000020
1743408333.120762 utf8_from_data: (1 1  ) -> 41000020
1743408333.120765 utf8_from_data: (1 1  ) -> 41000020
1743408333.120767 utf8_from_data: (1 1  ) -> 41000020
1743408333.120770 utf8_from_data: (1 1  ) -> 41000020
1743408333.120776 utf8_from_data: (1 1  ) -> 41000020
1743408333.120782 utf8_from_data: (1 1  ) -> 41000020
1743408333.120785 utf8_from_data: (1 1  ) -> 41000020
1743408333.120787 utf8_from_data: (1 1  ) -> 41000020
1743408333.120790 utf8_from_data: (1 1  ) -> 41000020
1743408333.120794 utf8_from_data: (1 1  ) -> 41000020
1743408333.120801 utf8_from_data: (1 1  ) -> 41000020
1743408333.120804 utf8_from_data: (1 1  ) -> 41000020
1743408333.120807 utf8_from_data: (1 1  ) -> 41000020
1743408333.120810 utf8_from_data: (1 1  ) -> 41000020
1743408333.120814 utf8_from_data: (1 1  ) -> 41000020
1743408333.120820 utf8_from_data: (1 1  ) -> 41000020
1743408333.120822 utf8_from_data: (1 1  ) -> 41000020
1743408333.120827 utf8_from_data: (1 1  ) -> 41000020
1743408333.120832 utf8_from_data: (1 1  ) -> 41000020
1743408333.120835 utf8_from_data: (1 1  ) -> 41000020
1743408333.120837 utf8_from_data: (1 1  ) -> 41000020
1743408333.120839 utf8_from_data: (1 1  ) -> 41000020
1743408333.120844 utf8_from_data: (1 1  ) -> 41000020
1743408333.120850 utf8_from_data: (1 1  ) -> 41000020
1743408333.120853 utf8_from_data: (1 1  ) -> 41000020
1743408333.120860 utf8_from_data: (1 1  ) -> 41000020
1743408333.120862 utf8_from_data: (1 1  ) -> 41000020
1743408333.120864 utf8_from_data: (1 1  ) -> 41000020
1743408333.120867 utf8_from_data: (1 1  ) -> 41000020
1743408333.120869 utf8_from_data: (1 1  ) -> 41000020
1743408333.120872 utf8_from_data: (1 1  ) -> 41000020
1743408333.120874 utf8_from_data: (1 1  ) -> 41000020
1743408333.120877 utf8_from_data: (1 1  ) -> 41000020
1743408333.120879 utf8_from_data: (1 1  ) -> 41000020
1743408333.120882 utf8_from_data: (1 1  ) -> 41000020
1743408333.120884 utf8_from_data: (1 1  ) -> 41000020
1743408333.120886 utf8_from_data: (1 1  ) -> 41000020
1743408333.120888 utf8_from_data: (1 1  ) -> 41000020
1743408333.120891 utf8_from_data: (1 1  ) -> 41000020
1743408333.120893 utf8_from_data: (1 1  ) -> 41000020
1743408333.120896 utf8_from_data: (1 1  ) -> 41000020
1743408333.120898 utf8_from_data: (1 1  ) -> 41000020
1743408333.120900 utf8_from_data: (1 1  ) -> 41000020
1743408333.120902 utf8_from_data: (1 1  ) -> 41000020
1743408333.120904 utf8_from_data: (1 1  ) -> 41000020
1743408333.120906 utf8_from_data: (1 1  ) -> 41000020
1743408333.120908 utf8_from_data: (1 1  ) -> 41000020
1743408333.120911 utf8_from_data: (1 1  ) -> 41000020
1743408333.120913 utf8_from_data: (1 1  ) -> 41000020
1743408333.120915 utf8_from_data: (1 1  ) -> 41000020
1743408333.120917 utf8_from_data: (1 1  ) -> 41000020
1743408333.120919 utf8_from_data: (1 1  ) -> 41000020
1743408333.120921 utf8_from_data: (1 1  ) -> 41000020
1743408333.120923 utf8_from_data: (1 1  ) -> 41000020
1743408333.120926 utf8_from_data: (1 1  ) -> 41000020
1743408333.120928 utf8_from_data: (1 1  ) -> 41000020
1743408333.120930 utf8_from_data: (1 1  ) -> 41000020
1743408333.120932 utf8_from_data: (1 1  ) -> 41000020
1743408333.120934 utf8_from_data: (1 1  ) -> 41000020
1743408333.120937 utf8_from_data: (1 1  ) -> 41000020
1743408333.120939 utf8_from_data: (1 1  ) -> 41000020
1743408333.120941 utf8_from_data: (1 1  ) -> 41000020
1743408333.120944 utf8_from_data: (1 1  ) -> 41000020
1743408333.120946 utf8_from_data: (1 1  ) -> 41000020
1743408333.120948 utf8_from_data: (1 1  ) -> 41000020
1743408333.120950 utf8_from_data: (1 1  ) -> 41000020
1743408333.120953 utf8_from_data: (1 1  ) -> 41000020
1743408333.120955 utf8_from_data: (1 1  ) -> 41000020
1743408333.120957 utf8_from_data: (1 1  ) -> 41000020
1743408333.120959 utf8_from_data: (1 1  ) -> 41000020
1743408333.120961 utf8_from_data: (1 1  ) -> 41000020
1743408333.120964 utf8_from_data: (1 1  ) -> 41000020
1743408333.120966 utf8_from_data: (1 1  ) -> 41000020
1743408333.120968 utf8_from_data: (1 1  ) -> 41000020
1743408333.120971 utf8_from_data: (1 1  ) -> 41000020
1743408333.120973 utf8_from_data: (1 1  ) -> 41000020
1743408333.120975 utf8_from_data: (1 1  ) -> 41000020
1743408333.120977 utf8_from_data: (1 1  ) -> 41000020
1743408333.120979 utf8_from_data: (1 1  ) -> 41000020
1743408333.120981 utf8_from_data: (1 1  ) -> 41000020
1743408333.120983 utf8_from_data: (1 1  ) -> 41000020
1743408333.120985 utf8_from_data: (1 1  ) -> 41000020
1743408333.120988 utf8_from_data: (1 1  ) -> 41000020
1743408333.120990 utf8_from_data: (1 1  ) -> 41000020
1743408333.120992 utf8_from_data: (1 1  ) -> 41000020
1743408333.120994 utf8_from_data: (1 1  ) -> 41000020
1743408333.120996 utf8_from_data: (1 1  ) -> 41000020
1743408333.120998 utf8_from_data: (1 1  ) -> 41000020
1743408333.121000 utf8_from_data: (1 1  ) -> 41000020
1743408333.121002 utf8_from_data: (1 1  ) -> 41000020
1743408333.121004 utf8_from_data: (1 1  ) -> 41000020
1743408333.121007 utf8_from_data: (1 1  ) -> 41000020
1743408333.121009 utf8_from_data: (1 1  ) -> 41000020
1743408333.121011 utf8_from_data: (1 1  ) -> 41000020
1743408333.121013 utf8_from_data: (1 1  ) -> 41000020
1743408333.121015 utf8_from_data: (1 1  ) -> 41000020
1743408333.121017 utf8_from_data: (1 1  ) -> 41000020
1743408333.121019 utf8_from_data: (1 1  ) -> 41000020
1743408333.121021 utf8_from_data: (1 1  ) -> 41000020
1743408333.121024 utf8_from_data: (1 1  ) -> 41000020
1743408333.121026 utf8_from_data: (1 1  ) -> 41000020
1743408333.121028 utf8_from_data: (1 1  ) -> 41000020
1743408333.121030 utf8_from_data: (1 1  ) -> 41000020
1743408333.121032 utf8_from_data: (1 1  ) -> 41000020
1743408333.121034 utf8_from_data: (1 1  ) -> 41000020
1743408333.121037 utf8_from_data: (1 1  ) -> 41000020
1743408333.121039 utf8_from_data: (1 1  ) -> 41000020
1743408333.121041 utf8_from_data: (1 1  ) -> 41000020
1743408333.121043 utf8_from_data: (1 1  ) -> 41000020
1743408333.121045 utf8_from_data: (1 1  ) -> 41000020
1743408333.121047 utf8_from_data: (1 1  ) -> 41000020
1743408333.121049 utf8_from_data: (1 1  ) -> 41000020
1743408333.121052 utf8_from_data: (1 1  ) -> 41000020
1743408333.121054 utf8_from_data: (1 1  ) -> 41000020
1743408333.121056 utf8_from_data: (1 1  ) -> 41000020
1743408333.121058 utf8_from_data: (1 1  ) -> 41000020
1743408333.121061 utf8_from_data: (1 1  ) -> 41000020
1743408333.121063 utf8_from_data: (1 1  ) -> 41000020
1743408333.121065 utf8_from_data: (1 1  ) -> 41000020
1743408333.121067 utf8_from_data: (1 1  ) -> 41000020
1743408333.121069 utf8_from_data: (1 1  ) -> 41000020
1743408333.121071 utf8_from_data: (1 1  ) -> 41000020
1743408333.121073 utf8_from_data: (1 1  ) -> 41000020
1743408333.121075 utf8_from_data: (1 1  ) -> 41000020
1743408333.121077 utf8_from_data: (1 1  ) -> 41000020
1743408333.121079 utf8_from_data: (1 1  ) -> 41000020
1743408333.121082 utf8_from_data: (1 1  ) -> 41000020
1743408333.121084 utf8_from_data: (1 1  ) -> 41000020
1743408333.121089 utf8_from_data: (1 1  ) -> 41000020
1743408333.121095 utf8_from_data: (1 1  ) -> 41000020
1743408333.121097 utf8_from_data: (1 1  ) -> 41000020
1743408333.121099 utf8_from_data: (1 1  ) -> 41000020
1743408333.121103 utf8_from_data: (1 1  ) -> 41000020
1743408333.121111 utf8_from_data: (1 1  ) -> 41000020
1743408333.121114 utf8_from_data: (1 1  ) -> 41000020
1743408333.121116 utf8_from_data: (1 1  ) -> 41000020
1743408333.121120 utf8_from_data: (1 1  ) -> 41000020
1743408333.121126 utf8_from_data: (1 1  ) -> 41000020
1743408333.121128 utf8_from_data: (1 1  ) -> 41000020
1743408333.121130 utf8_from_data: (1 1  ) -> 41000020
1743408333.121133 utf8_from_data: (1 1  ) -> 41000020
1743408333.121135 utf8_from_data: (1 1  ) -> 41000020
1743408333.121139 utf8_from_data: (1 1  ) -> 41000020
1743408333.121147 utf8_from_data: (1 1  ) -> 41000020
1743408333.121150 utf8_from_data: (1 1  ) -> 41000020
1743408333.121152 utf8_from_data: (1 1  ) -> 41000020
1743408333.121156 utf8_from_data: (1 1  ) -> 41000020
1743408333.121168 utf8_from_data: (1 1  ) -> 41000020
1743408333.121173 utf8_from_data: (1 1  ) -> 41000020
1743408333.121179 utf8_from_data: (1 1  ) -> 41000020
1743408333.121181 utf8_from_data: (1 1  ) -> 41000020
1743408333.121183 utf8_from_data: (1 1  ) -> 41000020
1743408333.121189 utf8_from_data: (1 1  ) -> 41000020
1743408333.121195 utf8_from_data: (1 1  ) -> 41000020
1743408333.121197 utf8_from_data: (1 1  ) -> 41000020
1743408333.121199 utf8_from_data: (1 1  ) -> 41000020
1743408333.121204 utf8_from_data: (1 1  ) -> 41000020
1743408333.121210 utf8_from_data: (1 1  ) -> 41000020
1743408333.121213 utf8_from_data: (1 1  ) -> 41000020
1743408333.121221 utf8_from_data: (1 1  ) -> 41000020
1743408333.121227 utf8_from_data: (1 1  ) -> 41000020
1743408333.121234 utf8_from_data: (1 1  ) -> 41000020
1743408333.121237 utf8_from_data: (1 1  ) -> 41000020
1743408333.121242 utf8_from_data: (1 1  ) -> 41000020
1743408333.121248 utf8_from_data: (1 1  ) -> 41000020
1743408333.121251 utf8_from_data: (1 1  ) -> 41000020
1743408333.121259 utf8_from_data: (1 1  ) -> 41000020
1743408333.121262 utf8_from_data: (1 1  ) -> 41000020
1743408333.121264 utf8_from_data: (1 1  ) -> 41000020
1743408333.121266 utf8_from_data: (1 1  ) -> 41000020
1743408333.121269 utf8_from_data: (1 1  ) -> 41000020
1743408333.121271 utf8_from_data: (1 1  ) -> 41000020
1743408333.121273 utf8_from_data: (1 1  ) -> 41000020
1743408333.121276 utf8_from_data: (1 1  ) -> 41000020
1743408333.121278 utf8_from_data: (1 1  ) -> 41000020
1743408333.121281 utf8_from_data: (1 1  ) -> 41000020
1743408333.121284 utf8_from_data: (1 1  ) -> 41000020
1743408333.121288 screen_write_start: size 552x1, no pane
1743408333.121291 utf8_from_data: (1 1  ) -> 41000020
1743408333.121294 utf8_from_data: (1 1  ) -> 41000020
1743408333.121297 utf8_from_data: (1 1  ) -> 41000020
1743408333.121299 utf8_from_data: (1 1  ) -> 41000020
1743408333.121302 utf8_from_data: (1 1  ) -> 41000020
1743408333.121304 utf8_from_data: (1 1  ) -> 41000020
1743408333.121308 utf8_from_data: (1 1  ) -> 41000020
1743408333.121311 utf8_from_data: (1 1  ) -> 41000020
1743408333.121319 utf8_from_data: (1 1  ) -> 41000020
1743408333.121322 utf8_from_data: (1 1  ) -> 41000020
1743408333.121325 utf8_from_data: (1 1  ) -> 41000020
1743408333.121327 utf8_from_data: (1 1  ) -> 41000020
1743408333.121330 utf8_from_data: (1 1  ) -> 41000020
1743408333.121332 utf8_from_data: (1 1  ) -> 41000020
1743408333.121335 utf8_from_data: (1 1  ) -> 41000020
1743408333.121338 utf8_from_data: (1 1  ) -> 41000020
1743408333.121340 utf8_from_data: (1 1  ) -> 41000020
1743408333.121342 utf8_from_data: (1 1  ) -> 41000020
1743408333.121344 utf8_from_data: (1 1  ) -> 41000020
1743408333.121347 utf8_from_data: (1 1  ) -> 41000020
1743408333.121349 utf8_from_data: (1 1  ) -> 41000020
1743408333.121351 utf8_from_data: (1 1  ) -> 41000020
1743408333.121354 utf8_from_data: (1 1  ) -> 41000020
1743408333.121357 utf8_from_data: (1 1  ) -> 41000020
1743408333.121360 utf8_from_data: (1 1  ) -> 41000020
1743408333.121362 utf8_from_data: (1 1  ) -> 41000020
1743408333.121365 utf8_from_data: (1 1  ) -> 41000020
1743408333.121368 utf8_from_data: (1 1  ) -> 41000020
1743408333.121371 utf8_from_data: (1 1  ) -> 41000020
1743408333.121374 utf8_from_data: (1 1  ) -> 41000020
1743408333.121377 utf8_from_data: (1 1  ) -> 41000020
1743408333.121379 utf8_from_data: (1 1  ) -> 41000020
1743408333.121381 utf8_from_data: (1 1  ) -> 41000020
1743408333.121384 utf8_from_data: (1 1  ) -> 41000020
1743408333.121386 utf8_from_data: (1 1  ) -> 41000020
1743408333.121388 utf8_from_data: (1 1  ) -> 41000020
1743408333.121390 utf8_from_data: (1 1  ) -> 41000020
1743408333.121393 utf8_from_data: (1 1  ) -> 41000020
1743408333.121395 utf8_from_data: (1 1  ) -> 41000020
1743408333.121397 utf8_from_data: (1 1  ) -> 41000020
1743408333.121399 utf8_from_data: (1 1  ) -> 41000020
1743408333.121402 utf8_from_data: (1 1  ) -> 41000020
1743408333.121404 utf8_from_data: (1 1  ) -> 41000020
1743408333.121406 utf8_from_data: (1 1  ) -> 41000020
1743408333.121409 utf8_from_data: (1 1  ) -> 41000020
1743408333.121411 utf8_from_data: (1 1  ) -> 41000020
1743408333.121413 utf8_from_data: (1 1  ) -> 41000020
1743408333.121416 utf8_from_data: (1 1  ) -> 41000020
1743408333.121418 utf8_from_data: (1 1  ) -> 41000020
1743408333.121420 utf8_from_data: (1 1  ) -> 41000020
1743408333.121423 utf8_from_data: (1 1  ) -> 41000020
1743408333.121425 utf8_from_data: (1 1  ) -> 41000020
1743408333.121428 utf8_from_data: (1 1  ) -> 41000020
1743408333.121430 utf8_from_data: (1 1  ) -> 41000020
1743408333.121432 utf8_from_data: (1 1  ) -> 41000020
1743408333.121435 utf8_from_data: (1 1  ) -> 41000020
1743408333.121437 utf8_from_data: (1 1  ) -> 41000020
1743408333.121440 utf8_from_data: (1 1  ) -> 41000020
1743408333.121442 utf8_from_data: (1 1  ) -> 41000020
1743408333.121444 utf8_from_data: (1 1  ) -> 41000020
1743408333.121446 utf8_from_data: (1 1  ) -> 41000020
1743408333.121449 utf8_from_data: (1 1  ) -> 41000020
1743408333.121451 utf8_from_data: (1 1  ) -> 41000020
1743408333.121453 utf8_from_data: (1 1  ) -> 41000020
1743408333.121456 utf8_from_data: (1 1  ) -> 41000020
1743408333.121458 utf8_from_data: (1 1  ) -> 41000020
1743408333.121460 utf8_from_data: (1 1  ) -> 41000020
1743408333.121463 utf8_from_data: (1 1  ) -> 41000020
1743408333.121465 utf8_from_data: (1 1  ) -> 41000020
1743408333.121467 utf8_from_data: (1 1  ) -> 41000020
1743408333.121470 utf8_from_data: (1 1  ) -> 41000020
1743408333.121472 utf8_from_data: (1 1  ) -> 41000020
1743408333.121475 utf8_from_data: (1 1  ) -> 41000020
1743408333.121477 utf8_from_data: (1 1  ) -> 41000020
1743408333.121479 utf8_from_data: (1 1  ) -> 41000020
1743408333.121481 utf8_from_data: (1 1  ) -> 41000020
1743408333.121484 utf8_from_data: (1 1  ) -> 41000020
1743408333.121486 utf8_from_data: (1 1  ) -> 41000020
1743408333.121489 utf8_from_data: (1 1  ) -> 41000020
1743408333.121491 utf8_from_data: (1 1  ) -> 41000020
1743408333.121493 utf8_from_data: (1 1  ) -> 41000020
1743408333.121495 utf8_from_data: (1 1  ) -> 41000020
1743408333.121498 utf8_from_data: (1 1  ) -> 41000020
1743408333.121500 utf8_from_data: (1 1  ) -> 41000020
1743408333.121503 utf8_from_data: (1 1  ) -> 41000020
1743408333.121505 utf8_from_data: (1 1  ) -> 41000020
1743408333.121508 utf8_from_data: (1 1  ) -> 41000020
1743408333.121510 utf8_from_data: (1 1  ) -> 41000020
1743408333.121512 utf8_from_data: (1 1  ) -> 41000020
1743408333.121515 utf8_from_data: (1 1  ) -> 41000020
1743408333.121517 utf8_from_data: (1 1  ) -> 41000020
1743408333.121519 utf8_from_data: (1 1  ) -> 41000020
1743408333.121521 utf8_from_data: (1 1  ) -> 41000020
1743408333.121524 utf8_from_data: (1 1  ) -> 41000020
1743408333.121526 utf8_from_data: (1 1  ) -> 41000020
1743408333.121528 utf8_from_data: (1 1  ) -> 41000020
1743408333.121530 utf8_from_data: (1 1  ) -> 41000020
1743408333.121533 utf8_from_data: (1 1  ) -> 41000020
1743408333.121535 utf8_from_data: (1 1  ) -> 41000020
1743408333.121537 utf8_from_data: (1 1  ) -> 41000020
1743408333.121539 utf8_from_data: (1 1  ) -> 41000020
1743408333.121541 utf8_from_data: (1 1  ) -> 41000020
1743408333.121544 utf8_from_data: (1 1  ) -> 41000020
1743408333.121546 utf8_from_data: (1 1  ) -> 41000020
1743408333.121548 utf8_from_data: (1 1  ) -> 41000020
1743408333.121550 utf8_from_data: (1 1  ) -> 41000020
1743408333.121553 utf8_from_data: (1 1  ) -> 41000020
1743408333.121555 utf8_from_data: (1 1  ) -> 41000020
1743408333.121557 utf8_from_data: (1 1  ) -> 41000020
1743408333.121559 utf8_from_data: (1 1  ) -> 41000020
1743408333.121561 utf8_from_data: (1 1  ) -> 41000020
1743408333.121564 utf8_from_data: (1 1  ) -> 41000020
1743408333.121566 utf8_from_data: (1 1  ) -> 41000020
1743408333.121568 utf8_from_data: (1 1  ) -> 41000020
1743408333.121570 utf8_from_data: (1 1  ) -> 41000020
1743408333.121572 utf8_from_data: (1 1  ) -> 41000020
1743408333.121574 utf8_from_data: (1 1  ) -> 41000020
1743408333.121577 utf8_from_data: (1 1  ) -> 41000020
1743408333.121579 utf8_from_data: (1 1  ) -> 41000020
1743408333.121581 utf8_from_data: (1 1  ) -> 41000020
1743408333.121583 utf8_from_data: (1 1  ) -> 41000020
1743408333.121586 utf8_from_data: (1 1  ) -> 41000020
1743408333.121588 utf8_from_data: (1 1  ) -> 41000020
1743408333.121590 utf8_from_data: (1 1  ) -> 41000020
1743408333.121592 utf8_from_data: (1 1  ) -> 41000020
1743408333.121594 utf8_from_data: (1 1  ) -> 41000020
1743408333.121596 utf8_from_data: (1 1  ) -> 41000020
1743408333.121599 utf8_from_data: (1 1  ) -> 41000020
1743408333.121601 utf8_from_data: (1 1  ) -> 41000020
1743408333.121603 utf8_from_data: (1 1  ) -> 41000020
1743408333.121605 utf8_from_data: (1 1  ) -> 41000020
1743408333.121607 utf8_from_data: (1 1  ) -> 41000020
1743408333.121610 utf8_from_data: (1 1  ) -> 41000020
1743408333.121612 utf8_from_data: (1 1  ) -> 41000020
1743408333.121614 utf8_from_data: (1 1  ) -> 41000020
1743408333.121616 utf8_from_data: (1 1  ) -> 41000020
1743408333.121618 utf8_from_data: (1 1  ) -> 41000020
1743408333.121621 utf8_from_data: (1 1  ) -> 41000020
1743408333.121623 utf8_from_data: (1 1  ) -> 41000020
1743408333.121625 utf8_from_data: (1 1  ) -> 41000020
1743408333.121627 utf8_from_data: (1 1  ) -> 41000020
1743408333.121629 utf8_from_data: (1 1  ) -> 41000020
1743408333.121632 utf8_from_data: (1 1  ) -> 41000020
1743408333.121634 utf8_from_data: (1 1  ) -> 41000020
1743408333.121636 utf8_from_data: (1 1  ) -> 41000020
1743408333.121638 utf8_from_data: (1 1  ) -> 41000020
1743408333.121641 utf8_from_data: (1 1  ) -> 41000020
1743408333.121643 utf8_from_data: (1 1  ) -> 41000020
1743408333.121645 utf8_from_data: (1 1  ) -> 41000020
1743408333.121648 utf8_from_data: (1 1  ) -> 41000020
1743408333.121650 utf8_from_data: (1 1  ) -> 41000020
1743408333.121652 utf8_from_data: (1 1  ) -> 41000020
1743408333.121654 utf8_from_data: (1 1  ) -> 41000020
1743408333.121657 utf8_from_data: (1 1  ) -> 41000020
1743408333.121659 utf8_from_data: (1 1  ) -> 41000020
1743408333.121661 utf8_from_data: (1 1  ) -> 41000020
1743408333.121664 utf8_from_data: (1 1  ) -> 41000020
1743408333.121666 utf8_from_data: (1 1  ) -> 41000020
1743408333.121668 utf8_from_data: (1 1  ) -> 41000020
1743408333.121671 utf8_from_data: (1 1  ) -> 41000020
